userId,movieId,rating,timestamp
1,6,2.0,980730861
1,22,3.0,980731380
1,32,2.0,980731926
1,50,5.0,980732037
1,110,4.0,980730408
1,164,3.0,980731766
1,198,3.0,980731282
1,260,5.0,980730769
1,296,4.0,980731208
1,303,3.0,980732235
1,318,3.0,980731417
1,350,3.0,980731745
1,366,2.0,980731621
1,367,4.0,980731380
1,431,2.0,980731312
1,432,2.0,980732235
1,451,1.0,980731789
1,457,4.0,980730816
1,474,3.0,980730816
1,480,4.0,980731903
1,492,3.0,980731745
1,521,3.0,980731312
1,527,4.0,980730464
1,541,4.0,980731842
1,553,3.0,980732194
1,589,5.0,980730794
1,590,2.0,980732165
1,592,3.0,980731312
1,593,5.0,980731433
1,608,5.0,980732037
1,648,5.0,980731766
1,731,1.0,980731712
1,750,3.0,980731860
1,780,5.0,980731988
1,858,5.0,980730742
1,913,3.0,980731647
1,924,2.0,980731662
1,968,4.0,980731542
1,996,2.0,980732235
1,999,4.0,980731282
1,1034,3.0,980731208
1,1036,5.0,980730816
1,1073,3.0,980730952
1,1089,5.0,980731208
1,1092,3.0,980731712
1,1097,5.0,980731882
1,1127,3.0,980731882
1,1129,5.0,980731943
1,1130,3.0,980731565
1,1136,4.0,980731063
1,1196,4.0,980730935
1,1197,4.0,980730769
1,1198,5.0,980730769
1,1199,2.0,980731882
1,1200,3.0,980731842
1,1201,4.0,980730742
1,1206,4.0,980731860
1,1208,3.0,980732109
1,1210,3.0,980730383
1,1214,3.0,980730769
1,1215,4.0,980730898
1,1219,5.0,980731501
1,1220,4.0,980730879
1,1221,5.0,980730742
1,1227,3.0,980731263
1,1234,5.0,980731112
1,1240,5.0,980730794
1,1242,3.0,980730794
1,1252,4.0,980731647
1,1253,3.0,980731903
1,1257,5.0,980731149
1,1258,5.0,980731523
1,1259,3.0,980730952
1,1261,4.0,980730742
1,1262,4.0,980730935
1,1265,4.0,980731078
1,1266,3.0,980732146
1,1270,3.0,980731842
1,1276,3.0,980731063
1,1278,3.0,980731112
1,1283,4.0,980732146
1,1287,3.0,980730794
1,1291,3.0,980730952
1,1304,4.0,980731134
1,1321,5.0,980731542
1,1333,4.0,980731565
1,1347,5.0,980731565
1,1356,3.0,980731943
1,1358,3.0,980731433
1,1372,3.0,980731943
1,1374,3.0,980730964
1,1376,3.0,980731882
1,1378,3.0,980732235
1,1387,5.0,980730769
1,1394,2.0,980731092
1,1396,4.0,980731332
1,1407,3.0,980731565
1,1500,4.0,980731135
1,1527,3.0,980730464
1,1573,5.0,980732011
1,1580,5.0,980731988
1,1589,3.0,980730408
1,1597,3.0,980731789
1,1610,3.0,980730816
1,1617,3.0,980731188
1,1625,3.0,980731680
1,1627,3.0,980731745
1,1645,2.0,980731333
1,1689,3.0,980731766
1,1732,2.0,980731380
1,1748,2.0,980731860
1,1754,2.0,980731789
1,1799,3.0,980731333
1,1805,3.0,980731312
1,1876,3.0,980731988
1,1892,3.0,980731766
1,1909,3.0,980731745
1,1953,4.0,980731247
1,1954,5.0,980730834
1,1965,3.0,980731903
1,1982,4.0,980731501
1,1994,5.0,980731542
1,1997,3.0,980730383
1,2000,4.0,980730898
1,2001,3.0,980731357
1,2003,4.0,980731621
1,2009,5.0,980732011
1,2011,4.0,980732011
1,2012,3.0,980732011
1,2028,3.0,980730834
1,2076,3.0,980731662
1,2118,4.0,980731565
1,2130,2.0,980731312
1,2167,3.0,980731583
1,2194,3.0,980731247
1,2248,2.0,980731149
1,2267,3.0,980731712
1,2268,3.0,980731263
1,2288,3.0,980731903
1,2347,3.0,980730742
1,2391,4.0,980731228
1,2401,4.0,980732194
1,2407,5.0,980731943
1,2467,3.0,980731647
1,2478,1.0,980732248
1,2527,3.0,980732211
1,2529,5.0,980730879
1,2532,3.0,980730861
1,2542,2.0,980731078
1,2553,3.0,980731542
1,2571,4.0,980730794
1,2580,3.0,980731208
1,2664,4.0,980731501
1,2692,2.0,980730861
1,2701,1.0,980732248
1,2713,2.0,980731621
1,2716,5.0,980731501
1,2764,2.0,980731333
1,2782,4.0,980731523
1,2791,4.0,980731135
1,2804,5.0,980731042
1,2812,3.0,980730816
1,2858,4.0,980731043
1,2901,5.0,980731621
1,2912,3.0,980730742
1,2916,5.0,980730898
1,2917,3.0,980731228
1,2921,4.0,980732194
1,2922,5.0,980732194
1,2944,4.0,980730861
1,2947,4.0,980730794
1,2948,4.0,980730861
1,2951,5.0,980732194
1,2968,2.0,980730982
1,2973,2.0,980731092
1,2985,3.0,980731247
1,2987,3.0,980730982
1,3018,3.0,980731501
1,3032,3.0,980731969
1,3044,4.0,980731680
1,3074,3.0,980732211
1,3104,4.0,980730879
1,3147,4.0,980732061
1,3168,3.0,980730996
1,3272,1.0,980731357
1,3273,3.0,980731789
1,3362,3.0,980731228
1,3363,3.0,980731163
1,3386,3.0,980731712
1,3424,2.0,980731135
1,3471,4.0,980731860
1,3476,2.0,980731523
1,3508,3.0,980732165
1,3527,4.0,980730879
1,3543,3.0,980731163
1,3550,3.0,980731583
1,3551,5.0,980732061
1,3576,3.0,980731988
1,3578,5.0,980730834
1,3668,3.0,980731470
1,3681,5.0,980732165
1,3682,3.0,980732146
1,3699,5.0,980731903
1,3701,3.0,980731357
1,3702,3.0,980731969
1,3703,3.0,980731882
1,3706,2.0,980731680
1,3735,3.0,980731247
1,3763,4.0,980731312
1,3793,2.0,980731926
1,3827,2.0,980731926
1,3836,3.0,980730861
